antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
['WOODEN TREE CHRISTMAS SCANDINAVIAN'],['WOODEN STAR CHRISTMAS SCANDINAVIAN'],0.013867299353677493,0.021066841201014482,0.011535629550846764,0.831858407079646,39.48662256207577,1.0,0.01124348935747591,5.822076154962386,0.9883811447015037,0.49300699300699297,0.8282399657126333,0.6897156113068132
['REGENCY TEA PLATE PINK'],"['REGENCY TEA PLATE GREEN ', 'REGENCY TEA PLATE ROSES ']",0.01284463715945349,0.01317188906160517,0.01055387384439172,0.8216560509554139,62.379514974087115,1.0,0.010384685708690828,5.533286193475997,0.9967722744543256,0.6825396825396824,0.8192755687968848,0.8114491434901293
"['WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT']",['RED RETROSPOT CHARLOTTE BAG'],0.01623987564427718,0.04295181215740816,0.013335515012681012,0.8211586901763225,19.1181384190956,1.0,0.01263798292454835,5.351382120753649,0.9633381437234358,0.29081177520071366,0.8131323875897751,0.5658174403262565
['SET/6 RED SPOTTY PAPER CUPS'],['SET/6 RED SPOTTY PAPER PLATES'],0.01750797676511495,0.021557719054242003,0.014317270719136055,0.8177570093457943,37.93337353029846,1.0,0.01393983867482551,5.36888841339467,0.9909881874308554,0.5785123966942147,0.8137417053583882,0.740946815868343
"['JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK POLKADOT']",['JUMBO BAG RED RETROSPOT'],0.019307862226949194,0.08733535138672993,0.01554446535220486,0.8050847457627118,9.218314611201524,1.0,0.013858206420087681,4.682366458102863,0.909072547891795,0.17063313875168387,0.7864327773257699,0.4915353471202318
['PINK REGENCY TEACUP AND SAUCER'],['GREEN REGENCY TEACUP AND SAUCER'],0.032766096702937085,0.043238157571790885,0.02634377812321034,0.8039950062421972,18.594571355342246,1.0,0.024927032470956206,4.881313603726086,0.9782751202110934,0.5304777594728172,0.7951371124287808,0.7066332647105026
"['WOODLAND CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG']",['RED RETROSPOT CHARLOTTE BAG'],0.016689847009735744,0.04295181215740816,0.013417327988218932,0.803921568627451,18.7168253968254,1.0,0.012700468814520883,4.880945757997219,0.9626384241211579,0.2902654867256637,0.7951216732204935,0.5581512605042017
"['STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN']",['RED RETROSPOT CHARLOTTE BAG'],0.017098911887425346,0.04295181215740816,0.013744579890370612,0.8038277511961722,18.71464114832536,1.0,0.013010150638885845,4.8786114941244305,0.963032711836191,0.29681978798586567,0.7950236453129434,0.5619138755980861
"['JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK POLKADOT']",['JUMBO BAG RED RETROSPOT'],0.02118956066432136,0.08733535138672993,0.017017098911887425,0.803088803088803,9.195460833868328,1.0,0.015166501185538488,4.634904784134057,0.9105447351670395,0.1859633437639696,0.7842458374931146,0.4989682891322235
"['DOTCOM POSTAGE', 'JUMBO BAG PINK POLKADOT']",['JUMBO BAG RED RETROSPOT'],0.014112738280291253,0.08733535138672993,0.011331097112001963,0.8028985507246377,9.19328242202084,1.0,0.010098556155263772,4.6304309378173265,0.9039825931095928,0.1257376305038584,0.7840373793650885,0.46632046974170993
"['JUMBO BAG STRAWBERRY', 'JUMBO BAG PINK POLKADOT']",['JUMBO BAG RED RETROSPOT'],0.014276364231367095,0.08733535138672993,0.011453816575308844,0.8022922636103151,9.18634036356804,1.0,0.010206985288637456,4.6162313386381335,0.9040492592438892,0.12704174228675139,0.7833730749951936,0.46671990229696086
"['REGENCY TEA PLATE GREEN ', 'REGENCY TEA PLATE ROSES ']",['REGENCY TEA PLATE PINK'],0.01317188906160517,0.01284463715945349,0.01055387384439172,0.8012422360248447,62.37951497408711,1.0,0.010384685708690828,4.966625419291499,0.9971028240396196,0.6825396825396824,0.798656045991354,0.8114491434901293
"['CHARLOTTE BAG PINK POLKADOT', 'CHARLOTTE BAG SUKI DESIGN']",['RED RETROSPOT CHARLOTTE BAG'],0.016976192424118464,0.04295181215740816,0.013580953939294772,0.8,18.625523809523813,1.0,0.01285179571114602,4.78524093921296,0.9626524073072281,0.29302736098852605,0.7910241066849034,0.5580952380952381
"[""POPPY'S PLAYHOUSE LIVINGROOM ""]","[""POPPY'S PLAYHOUSE KITCHEN""]",0.013499140963756852,0.01799885461834247,0.010758406283236521,0.796969696969697,44.27891184573003,1.0,0.01051543720755735,4.836722059342493,0.9907907092903943,0.5187376725838264,0.7932484050704496,0.6973484848484848
"['JUMBO BAG WOODLAND ANIMALS', 'JUMBO BAG PINK POLKADOT']",['JUMBO BAG RED RETROSPOT'],0.017630696228421828,0.08733535138672993,0.014030925304753333,0.7958236658932715,9.11227416226085,1.0,0.012491142254451418,4.469982540367266,0.9062354735773135,0.15429599640125957,0.7762854796480172,0.47823970179909475
"['WOODLAND CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG']",['CHARLOTTE BAG SUKI DESIGN'],0.013417327988218932,0.03657040006545038,0.0106765933076986,0.7957317073170731,21.75890080209527,1.0,0.01018591625536007,4.716491175798987,0.9670165746382965,0.27159209157127995,0.7879779771175768,0.5438390080209526
"['REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER']",['ROSES REGENCY TEACUP AND SAUCER '],0.02118956066432136,0.04581526630123538,0.016853472960811584,0.7953667953667953,17.360300606729176,1.0,0.01588266759616952,4.662902755244906,0.9627985899445911,0.3360522022838499,0.7855413135358261,0.5816119691119691
"['JUMBO BAG APPLES', 'JUMBO BAG PINK POLKADOT']",['JUMBO BAG RED RETROSPOT'],0.015094493986746298,0.08733535138672993,0.011985600916305326,0.7940379403794038,9.091827396025717,1.0,0.010667317979967957,4.431227043924956,0.9036512690158892,0.13251922207146088,0.7743288732246383,0.4656372371686246
"[""POPPY'S PLAYHOUSE LIVINGROOM ""]","[""POPPY'S PLAYHOUSE BEDROOM ""]",0.013499140963756852,0.017426163789577027,0.010717499795467562,0.793939393939394,45.560193484137145,1.0,0.010482261554014546,4.768373028668229,0.9914345295448588,0.5303643724696356,0.7902848636237478,0.7044814340588988
"['JUMBO BAG PINK POLKADOT', 'JUMBO  BAG BAROQUE BLACK WHITE']",['JUMBO BAG RED RETROSPOT'],0.017058005399656385,0.08733535138672993,0.013417327988218932,0.7865707434052758,9.006327116292914,1.0,0.011927561092683205,4.276192791817232,0.9043941061055291,0.14748201438848924,0.7661471199536269,0.470100359993036
"['JUMBO BAG SCANDINAVIAN BLUE PAISLEY', 'JUMBO SHOPPER VINTAGE RED PAISLEY']",['JUMBO BAG RED RETROSPOT'],0.014439990182442936,0.08733535138672993,0.011331097112001963,0.7847025495750708,8.984936078179008,1.0,0.01006997549539738,4.23908711790111,0.9017234809577389,0.1252826775214835,0.7641001535974264,0.4572224691669265
['SMALL MARSHMALLOWS PINK BOWL'],['SMALL DOLLY MIX DESIGN ORANGE BOWL'],0.01832610652049415,0.021598625542010964,0.014317270719136055,0.78125,36.17128314393939,1.0,0.013921452006756896,4.472691997522236,0.9905058754896242,0.5591054313099041,0.7764210009198094,0.7220643939393939
"['JUMBO BAG PINK POLKADOT', 'JUMBO BAG SPACEBOY DESIGN']",['JUMBO BAG RED RETROSPOT'],0.013949112329215413,0.08733535138672993,0.010840219258774441,0.7771260997067448,8.89818484001456,1.0,0.009621968631969445,4.094982173383225,0.9001741594361147,0.11985526910900045,0.7557986927269547,0.4506239397831148
"['RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN']",['WOODLAND CHARLOTTE BAG'],0.013744579890370612,0.034484169189233416,0.0106765933076986,0.7767857142857143,22.525864260294863,1.0,0.010202622889324126,4.325510922032234,0.968924040675639,0.28431372549019607,0.7688134377591227,0.5431971276054905
"['ALARM CLOCK BAKELIKE IVORY', 'ALARM CLOCK BAKELIKE GREEN']",['ALARM CLOCK BAKELIKE RED '],0.013744579890370612,0.04421991327824593,0.0106765933076986,0.7767857142857143,17.566423285317825,1.0,0.010068809176900489,4.281894788513458,0.9562160023265015,0.22577854671280276,0.7664585307694659,0.5091144112594159
"['JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG PINK POLKADOT']",['JUMBO BAG RED RETROSPOT'],0.01566718481551174,0.08733535138672993,0.012149226867381166,0.7754569190600522,8.879072526155522,1.0,0.010780927776277609,4.0645414002195634,0.9014995849139557,0.13372354795137326,0.7539697836646514,0.4572834946588317
"['RED RETROSPOT CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN']",['STRAWBERRY CHARLOTTE BAG'],0.013785486378139573,0.030025362022416756,0.0106765933076986,0.7744807121661721,25.794217288302782,1.0,0.010262679088539865,4.301071749979546,0.9746678916269325,0.3222222222222222,0.7674998097846762,0.5650332716144212
"['WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT', 'RED RETROSPOT CHARLOTTE BAG']",['CHARLOTTE BAG SUKI DESIGN'],0.013335515012681012,0.03657040006545038,0.01030843491777796,0.7730061349693251,21.137480956890517,1.0,0.009820749798685396,4.244297967279231,0.9655670062386481,0.2603305785123967,0.7643897747732729,0.5274426648000988
"['JUMBO BAG STRAWBERRY', 'JUMBO STORAGE BAG SUKI']",['JUMBO BAG RED RETROSPOT'],0.01296735662276037,0.08733535138672993,0.010022089503395238,0.7728706624605678,8.849459585251074,1.0,0.008889580856189423,4.01825963347787,0.898651888954015,0.11101042138649751,0.7511360411685284,0.4438123804106118
"['LUNCH BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT']",['JUMBO BAG RED RETROSPOT'],0.013253702037143092,0.08733535138672993,0.01022662194224004,0.7716049382716049,8.834966895076185,1.0,0.009069105217651129,3.995991164198642,0.898724815521101,0.11317338162064285,0.7497491964048071,0.44435047850348397
"['DOTCOM POSTAGE', 'JUMBO SHOPPER VINTAGE RED PAISLEY']",['JUMBO BAG RED RETROSPOT'],0.014849055060132538,0.08733535138672993,0.011453816575308844,0.7713498622589532,8.832046244862937,1.0,0.010156969133871268,3.9915333427303263,0.9001422165012665,0.12623985572587917,0.7494697114778527,0.4512487016212799
"['JUMBO BAG PINK POLKADOT', 'JUMBO STORAGE BAG SKULLS']",['JUMBO BAG RED RETROSPOT'],0.013540047451525813,0.08733535138672993,0.01043115438108484,0.770392749244713,8.821087188775763,1.0,0.009248629579112837,3.9748947196183217,0.8988051534111468,0.11533242876526459,0.7484210097277689,0.44491534417739165
"['ROSES REGENCY TEACUP AND SAUCER ', 'REGENCY CAKESTAND 3 TIER']",['GREEN REGENCY TEACUP AND SAUCER'],0.021966783931931605,0.043238157571790885,0.016853472960811584,0.7672253258845437,17.74417248493241,1.0,0.015903669695817243,4.110248875071586,0.9648378540477304,0.3485617597292724,0.7567057298975397,0.5785038644559899
['PINK REGENCY TEACUP AND SAUCER'],['ROSES REGENCY TEACUP AND SAUCER '],0.032766096702937085,0.04581526630123538,0.025116583490141536,0.766541822721598,16.731144105582306,1.0,0.023615396044044442,4.087176319212356,0.9720825759417773,0.469778117827085,0.755332307221649,0.6573780542179418
"['JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG WOODLAND ANIMALS']",['JUMBO BAG RED RETROSPOT'],0.01595353022989446,0.08733535138672993,0.012149226867381166,0.7615384615384615,8.719704557737344,1.0,0.010755919698894514,3.8273033651524226,0.8996701299661058,0.13330341113105926,0.7387194312567447,0.45032426589803637
"['RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT', 'CHARLOTTE BAG SUKI DESIGN']",['WOODLAND CHARLOTTE BAG'],0.013580953939294772,0.034484169189233416,0.01030843491777796,0.7590361445783133,22.011147794023067,1.0,0.009840107004384133,4.006890697864681,0.9677109128465189,0.2730227518959913,0.7504299279905711,0.5289842644599752
"['SET/6 RED SPOTTY PAPER CUPS', 'SET/6 RED SPOTTY PAPER PLATES']",['SET/20 RED RETROSPOT PAPER NAPKINS '],0.014317270719136055,0.040415609915732634,0.010840219258774441,0.7571428571428571,18.733921341816078,1.0,0.010261578030331897,3.9512298415234532,0.960370781026836,0.24697110904007452,0.7469142418669232,0.5126807403123192
"['DOTCOM POSTAGE', 'JUMBO BAG WOODLAND ANIMALS']",['JUMBO BAG RED RETROSPOT'],0.014767242084594616,0.08733535138672993,0.011167471160926123,0.7562326869806095,8.658952817764863,1.0,0.009877768884455147,3.7439992971521665,0.8977701835912341,0.12280701754385964,0.7329059327653615,0.44205076971981294
['WOODEN STAR CHRISTMAS SCANDINAVIAN'],['WOODEN HEART CHRISTMAS SCANDINAVIAN'],0.021066841201014482,0.022089503395238484,0.0159126237421255,0.7553398058252426,34.19451276519237,1.0,0.01544726768188874,3.9970151250115236,0.9916463989926478,0.5840840840840841,0.7498133059986565,0.7378550880978065
"['DOTCOM POSTAGE', 'RECYCLING BAG RETROSPOT ']",['JUMBO BAG RED RETROSPOT'],0.013826392865908534,0.08733535138672993,0.01043115438108484,0.7544378698224852,8.638401951138395,1.0,0.009223621501729742,3.7166343521841596,0.8966350767949457,0.11496844003606854,0.73093936469367,0.4369379044662777
"['JUMBO STORAGE BAG SUKI', 'JUMBO  BAG BAROQUE BLACK WHITE']",['JUMBO BAG RED RETROSPOT'],0.017303444326270147,0.08733535138672993,0.01304916959829829,0.7541371158392435,8.634958282813184,1.0,0.011537967207862768,3.7120879458020504,0.899760639522965,0.14247431889236264,0.7306098307474405,0.4517758178727833
"['REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER']","['ROSES REGENCY TEACUP AND SAUCER ', 'GREEN REGENCY TEACUP AND SAUCER']",0.016444408083121982,0.03207068641086476,0.012394665793994928,0.7537313432835822,23.50218930855925,1.0,0.011867282339148834,3.9303796369983077,0.9734587250107476,0.34314835787089476,0.7455716515049636,0.5701054675601585
"['STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT', 'RED RETROSPOT CHARLOTTE BAG']",['CHARLOTTE BAG SUKI DESIGN'],0.013417327988218932,0.03657040006545038,0.010103902478933158,0.7530487804878049,20.59175669776832,1.0,0.009613225426594627,3.9012951701053367,0.9643762298254903,0.25333333333333335,0.7436748678585631,0.5146675669776832
"['LUNCH BAG RED RETROSPOT', 'CHARLOTTE BAG SUKI DESIGN']",['RED RETROSPOT CHARLOTTE BAG'],0.014235457743598134,0.04295181215740816,0.0106765933076986,0.75,17.461428571428574,1.0,0.010065154600720853,3.8281927513703673,0.9563449248900325,0.2295514511873351,0.7387801333561292,0.4992857142857143
"['ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE PINK']",['ALARM CLOCK BAKELIKE RED '],0.017139818375194307,0.04421991327824593,0.01284463715945349,0.7494033412887827,16.947191564426994,1.0,0.01208671587729751,3.8140176793944267,0.9574028845998358,0.2647554806070826,0.7378092908686318,0.5199375633363432
"['JUMBO STORAGE BAG SUKI', 'JUMBO BAG APPLES']",['JUMBO BAG RED RETROSPOT'],0.0155035588644359,0.08733535138672993,0.011617442526384684,0.7493403693931397,8.580034974325384,1.0,0.010263433765214323,3.6410515981518867,0.8973626735691499,0.1273542600896861,0.7253540706460802,0.4411807233382561
"['RED RETROSPOT CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN']",['CHARLOTTE BAG PINK POLKADOT'],0.013785486378139573,0.03108893070440972,0.01030843491777796,0.7477744807121661,24.05275652038107,1.0,0.009879858887041394,3.841447415913104,0.9718217592455429,0.2982248520710059,0.7396814555218109,0.5396767140402936
"['WOODLAND CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG']",['CHARLOTTE BAG SUKI DESIGN'],0.016689847009735744,0.03657040006545038,0.012435572281763887,0.7450980392156862,20.37434750186428,1.0,0.01182521789958669,3.779608430512462,0.9670587359487829,0.3046092184368738,0.7354223278985507,0.5425713909724963
"['JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO STORAGE BAG SUKI']",['JUMBO BAG RED RETROSPOT'],0.02147590607870408,0.08733535138672993,0.015994436717663423,0.7447619047619048,8.527611018177764,1.0,0.014118830913931393,3.5757383621042313,0.9021074378353898,0.1723226090788894,0.7203374803374804,0.46395003903200627
"['RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT', 'CHARLOTTE BAG SUKI DESIGN']",['STRAWBERRY CHARLOTTE BAG'],0.013580953939294772,0.030025362022416756,0.010103902478933158,0.7439759036144579,24.778249236728932,1.0,0.009696129420296067,3.788606821277149,0.9728543131327276,0.30158730158730157,0.7360507312651415,0.5402440825974196
"['JUMBO STORAGE BAG SUKI', 'JUMBO BAG SPACEBOY DESIGN']",['JUMBO BAG RED RETROSPOT'],0.014194551255829175,0.08733535138672993,0.01055387384439172,0.7435158501440922,8.513343546895774,1.0,0.00931418772268693,3.5583666636944344,0.8952449376296934,0.1160071942446043,0.7189721873794307,0.43217947073949337
['GREEN REGENCY TEACUP AND SAUCER'],['ROSES REGENCY TEACUP AND SAUCER '],0.043238157571790885,0.04581526630123538,0.03207068641086476,0.7417218543046357,16.189403973509933,1.0,0.030089718707338384,3.694407558679831,0.9806319209884987,0.5628140703517588,0.7293206057760063,0.7208609271523179
"['DOTCOM POSTAGE', 'SUKI  SHOULDER BAG']",['JUMBO BAG RED RETROSPOT'],0.013744579890370612,0.08733535138672993,0.010185715454471079,0.7410714285714286,8.485354633656742,1.0,0.00898532774008258,3.5247738153340094,0.8944436393437708,0.11206120612061206,0.7162938524878824,0.4288495316159251
"['JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO  BAG BAROQUE BLACK WHITE']",['JUMBO BAG RED RETROSPOT'],0.017344350814039105,0.08733535138672993,0.01284463715945349,0.7405660377358492,8.479567849410103,1.0,0.01132986218653467,3.5179073728366066,0.897638417437943,0.1398663697104677,0.7157400994348334,0.4438193186337326
"['WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT']",['CHARLOTTE BAG SUKI DESIGN'],0.01623987564427718,0.03657040006545038,0.012026507404074287,0.7405541561712847,20.25009720555171,1.0,0.011432608654749906,3.713413118194333,0.9663102797774271,0.2948846539618857,0.7307059655979631,0.5347066082869847
"['JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG APPLES']",['JUMBO BAG RED RETROSPOT'],0.013744579890370612,0.08733535138672993,0.01014480896670212,0.7380952380952381,8.451276904204306,1.0,0.00894442125231362,3.4847195674324865,0.8939618148004442,0.11156095366621682,0.7130328622865937,0.4271272443403591
['WOODEN TREE CHRISTMAS SCANDINAVIAN'],['WOODEN HEART CHRISTMAS SCANDINAVIAN'],0.013867299353677493,0.022089503395238484,0.01022662194224004,0.7374631268436579,33.385228886703814,1.0,0.009920300186084191,3.724850093809149,0.9836877255568922,0.397456279809221,0.7315328201631415,0.6002130449033104
"[""POPPY'S PLAYHOUSE BEDROOM ""]","[""POPPY'S PLAYHOUSE KITCHEN""]",0.017426163789577027,0.01799885461834247,0.01284463715945349,0.7370892018779343,40.95200597524541,1.0,0.01253098617084947,3.73511149939809,0.9928833191024466,0.568840579710145,0.7322703752856777,0.7253627827571489
"['ROSES REGENCY TEACUP AND SAUCER ', 'REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER']",['PINK REGENCY TEACUP AND SAUCER'],0.016853472960811584,0.032766096702937085,0.012394665793994928,0.7354368932038835,22.445056543398422,1.0,0.01184244326918064,3.655966680352201,0.9718253925750403,0.33296703296703295,0.7264745312439052,0.556857023380968
"['RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN']",['CHARLOTTE BAG PINK POLKADOT'],0.013744579890370612,0.03108893070440972,0.010103902478933158,0.7351190476190477,23.645684523809525,1.0,0.009676598187160204,3.657911452621555,0.971055738123345,0.2909305064782096,0.726619954323028,0.5300595238095238
"['JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO STORAGE BAG SUKI']",['JUMBO BAG RED RETROSPOT'],0.014971774523439417,0.08733535138672993,0.011003845209850283,0.7349726775956285,8.415523220844372,1.0,0.00969628002096281,3.44366248858203,0.8945652039669502,0.12051971326164876,0.7096114955180285,0.43048399687743955
"['WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN']",['RED RETROSPOT CHARLOTTE BAG'],0.018776077885952713,0.04295181215740816,0.013785486378139573,0.7342047930283224,17.0936860670194,1.0,0.012979019807729267,3.6006976903258163,0.9595147915803554,0.28754266211604096,0.7222760459211134,0.5275785869903518
"['JUMBO BAG SCANDINAVIAN BLUE PAISLEY', 'JUMBO BAG PINK VINTAGE PAISLEY']",['JUMBO BAG RED RETROSPOT'],0.014153644768060214,0.08733535138672993,0.01034934140554692,0.7312138728323699,8.37248446616399,1.0,0.00911322786632543,3.3955050367762523,0.8932032210978631,0.11355475763016158,0.7054930005495098,0.4248575218962787
